Nmax = 100000;
|       size - N|    vector time|      list time|
|           6604|              8|             68|
|           6605|              8|             68|
|           6606|              8|             66|
|           6607|              9|             68|
|           6608|              9|             68|
|           6609|              9|             65|
|           6610|              9|             68|
|           6611|              9|             69|
|           6612|              9|             66|
|           6613|              8|             66|
|           6614|              9|             67|
|           6615|              8|             66|
|           6616|              9|             69|
|           6617|              9|             70|
|           6618|              9|             66|
|           6619|              8|             68|
|           6620|              9|             69|
|           6621|              9|             67|
|           6622|              9|             68|
|           6623|              9|             68|
|           6624|              9|             67|
|           6625|              8|             67|
|           6626|              9|             67|
|           6627|              9|             68|
|           6628|              9|             67|
|           6629|              9|             68|
|           6630|              9|             69|
|           6631|              9|             68|
|           6632|              9|             67|
|           6633|              9|             66|
|           6634|              9|             68|
|           6635|              9|             69|
|           6636|             10|             65|
|           6637|              9|             69|
|           6638|              9|             69|
|           6639|              9|             67|
|           6640|              9|             68|
|           6641|              9|             70|
|           6642|              9|             68|
|           6643|              9|             67|
|           6644|              9|             67|
|           6645|              9|             66|
|           6646|              9|             69|
|           6647|              9|             69|
|           6648|              8|             67|
|           6649|              9|             68|
|           6650|              9|             67|
|           6651|              9|             67|
|           6652|              9|             66|
|           6653|              9|             68|
|           6654|              8|             66|
|           6655|              9|             67|
|           6656|              9|             69|
|           6657|              9|             67|
|           6658|              9|             69|
|           6659|              9|             68|
|           6660|              9|             68|
|           6661|              9|             67|
|           6662|              9|             67|
|           6663|              9|             69|
|           6664|             10|             68|
|           6665|              9|             68|
|           6666|              9|             67|
|           6667|              9|             69|
|           6668|              9|             68|
|           6669|              9|             68|
|           6670|              9|             68|
|           6671|              9|             68|
|           6672|              9|             67|
|           6673|              9|             69|
|           6674|              9|             70|
|           6675|              9|             66|
|           6676|              9|             70|
|           6677|              9|             69|
|           6678|              9|             67|
|           6679|              9|             67|
|           6680|              9|             67|
|           6681|              9|             69|
|           6682|              9|             66|
|           6683|              9|             70|
|           6684|              9|             68|
|           6685|              9|             68|
|           6686|              9|             69|
|           6687|              9|             69|
|           6688|              9|             68|
|           6689|              9|             69|
|           6690|              9|             68|
|           6691|              9|             68|
|           6692|              9|             67|
|           6693|              9|             67|
|           6694|              9|             68|
|           6695|              9|             70|
|           6696|              9|             69|
|           6697|              9|             69|
|           6698|              9|             69|
|           6699|              9|             68|
|           6700|              9|             68|
|           6701|              9|             69|
|           6702|              9|             68|
|           6703|              9|             68|
|           6704|              9|             69|
|           6705|              9|             70|
|           6706|              9|             70|
|           6707|              9|             68|
|           6708|              9|             70|
|           6709|              9|             70|
|           6710|              9|             68|
|           6711|              9|             70|
|           6712|              9|             69|
|           6713|              9|             70|
|           6714|              9|             69|
|           6715|              9|             68|
|           6716|              9|             69|
|           6717|              9|             71|
|           6718|              9|             70|
|           6719|              9|             69|
|           6720|              9|             68|
|           6721|             10|             70|
|           6722|              9|             68|
|           6723|              9|             69|
|           6724|              9|             69|
|           6725|              9|             70|
|           6726|             10|             69|
|           6727|              9|             69|
|           6728|              9|             69|
|           6729|              9|             70|
|           6730|             10|             70|
|           6731|              9|             70|
|           6732|              9|             70|
|           6733|              9|             71|
|           6734|              9|             69|
|           6735|              9|             69|
|           6736|              9|             70|
|           6737|              9|             70|
|           6738|             10|             69|
|           6739|              9|             69|
|           6740|              9|             71|
|           6741|              9|             69|
|           6742|              9|             70|
|           6743|              9|             69|
|           6744|              9|             70|
|           6745|              9|             70|
|           6746|              9|             69|
|           6747|              9|             70|
|           6748|              9|             70|
|           6749|              9|             71|
|           6750|             10|             69|
|           6751|              9|             71|
|           6752|              9|             71|
|           6753|              9|             69|
|           6754|              9|             71|
|           6755|              9|             70|
|           6756|              9|             69|
|           6757|              9|             72|
|           6758|             10|             72|
|           6759|              9|             70|
|           6760|              9|             71|
|           6761|             10|             71|
|           6762|              9|             69|
|           6763|             10|             71|
|           6764|             10|             69|
|           6765|              9|             70|
|           6766|             10|             70|
|           6767|              9|             70|
|           6768|             10|             70|
|           6769|              9|             71|
|           6770|             10|             70|
|           6771|              9|             71|
|           6772|              9|             71|
|           6773|              9|             71|
|           6774|             10|             70|
|           6775|             10|             69|
|           6776|              9|             71|
|           6777|              9|             71|
|           6778|              9|             71|
|           6779|              9|             72|
|           6780|              9|             70|
|           6781|              9|             70|
|           6782|             10|             71|
|           6783|              9|             69|
|           6784|              9|             74|
|           6785|              9|             70|
|           6786|             10|             70|
|           6787|              9|             70|
|           6788|             10|             70|
|           6789|              9|             70|
|           6790|              9|             71|
|           6791|             10|             70|
|           6792|              9|             71|
|           6793|             10|             71|
|           6794|              9|             71|
|           6795|              9|             71|
|           6796|             10|             70|
|           6797|              9|             72|
|           6798|             10|             72|
|           6799|             10|             71|
|           6800|              9|             71|
|           6801|             10|             71|
|           6802|             10|             70|
|           6803|              9|             71|
|           6804|             10|             71|
|           6805|              9|             71|
|           6806|              9|             70|
|           6807|              9|             71|
|           6808|             10|             72|
|           6809|              9|             70|
|           6810|              9|             72|
|           6811|              9|             72|
|           6812|              9|             72|
|           6813|             10|             71|
|           6814|             10|             72|
|           6815|              9|             72|
|           6816|             10|             71|
|           6817|              9|             72|
|           6818|              9|             72|
|           6819|              9|             72|
|           6820|             10|             73|
|           6821|              9|             73|
|           6822|              9|             71|
|           6823|             10|             72|
|           6824|             10|             71|
|           6825|             10|             70|
|           6826|              9|             73|
|           6827|              9|             72|
|           6828|             10|             73|
|           6829|              9|             71|
|           6830|              9|             72|
|           6831|              9|             72|
|           6832|              9|             72|
|           6833|             10|             72|
|           6834|             10|             72|
|           6835|             10|             71|
|           6836|              9|             72|
|           6837|             10|             72|
|           6838|              9|             72|
|           6839|             10|             73|
|           6840|              9|             72|
|           6841|              9|             73|
|           6842|              9|             72|
|           6843|              9|             73|
|           6844|             10|             75|
|           6845|              9|             73|
|           6846|              9|             72|
|           6847|             10|             71|
|           6848|             10|             72|
|           6849|              9|             71|
|           6850|             10|             72|
|           6851|             10|             73|
|           6852|              9|             74|
|           6853|              9|             73|
|           6854|             10|             72|
|           6855|              9|             72|
|           6856|              9|             74|
|           6857|              9|             73|
|           6858|             10|             73|
|           6859|             10|             73|
|           6860|             10|             71|
|           6861|             10|             72|
|           6862|              9|             74|
|           6863|             10|             73|
|           6864|              9|             72|
|           6865|              9|             72|
|           6866|              9|             74|
|           6867|              9|             72|
|           6868|             10|             74|
|           6869|              9|             72|
|           6870|             10|             74|
|           6871|             10|             72|
|           6872|              9|             74|
|           6873|             10|             72|
|           6874|             10|             74|
|           6875|              9|             73|
|           6876|              9|             74|
|           6877|              9|             73|
|           6878|             10|             73|
|           6879|             10|             72|
|           6880|             10|             76|
|           6881|              9|             72|
|           6882|             10|             73|
|           6883|              9|             73|
|           6884|             10|             74|
|           6885|             10|             72|
|           6886|             10|             73|
|           6887|             10|             74|
|           6888|             10|             73|
|           6889|             10|             74|
|           6890|             10|             73|
|           6891|             10|             72|
|           6892|              9|             74|
|           6893|              9|             74|
|           6894|              9|             74|
|           6895|             10|             76|
|           6896|              9|             74|
|           6897|             10|             73|
|           6898|              9|             73|
|           6899|              9|             73|
|           6900|             10|             73|
|           6901|              9|             72|
|           6902|             10|             75|
|           6903|              9|             75|
|           6904|             10|             74|
|           6905|             10|             74|
|           6906|             10|             78|
|           6907|             10|             80|
|           6908|             11|             77|
|           6909|             10|             79|
|           6910|             10|             75|
|           6911|             10|             77|
|           6912|             11|             78|
|           6913|             10|             75|
|           6914|             13|             80|
|           6915|             11|             76|
|           6916|             10|             78|
|           6917|             10|             78|
|           6918|             10|             78|
|           6919|             11|             79|
|           6920|             13|             80|
|           6921|             10|             74|
|           6922|             10|             77|
|           6923|             10|             80|
|           6924|              9|             76|
|           6925|             11|             78|
|           6926|             11|             83|
|           6927|             10|             79|
|           6928|             10|             77|
|           6929|             10|             78|
|           6930|             10|             75|
|           6931|             13|             77|
|           6932|             10|             78|
|           6933|             13|             78|
|           6934|             13|             77|
|           6935|             10|             77|
|           6936|             10|             74|
|           6937|             11|             78|
|           6938|             11|             83|
|           6939|              9|             78|
|           6940|             13|             78|
|           6941|             11|             77|
|           6942|             10|             75|
|           6943|              9|             75|
|           6944|             12|             79|
|           6945|             10|             80|
|           6946|             13|             77|
|           6947|             11|             81|
|           6948|              9|             76|
|           6949|             10|             77|
|           6950|             10|             78|
|           6951|             11|             78|
|           6952|             13|             78|
|           6953|             12|             81|
|           6954|             10|             75|
|           6955|             10|             78|
|           6956|             11|             80|
|           6957|             10|             76|
|           6958|             12|             77|
|           6959|             10|             81|
|           6960|             10|             78|
|           6961|             10|             81|
|           6962|             10|             77|
|           6963|             10|             76|
|           6964|             10|             75|
|           6965|             10|             76|
|           6966|             10|             74|
|           6967|             10|             76|
|           6968|             10|             74|
|           6969|              9|             75|
|           6970|              9|             75|
|           6971|             10|             77|
|           6972|             10|             74|
|           6973|              9|             75|
|           6974|             10|             76|
|           6975|             10|             76|
|           6976|              9|             75|
|           6977|             10|             76|
|           6978|             10|             75|
|           6979|             10|             75|
|           6980|             10|             76|
|           6981|             10|             74|
|           6982|             10|             77|
|           6983|              9|             75|
|           6984|             10|             75|
|           6985|             10|             74|
|           6986|             10|             75|
|           6987|             10|             76|
|           6988|              9|             77|
|           6989|             10|             76|
|           6990|             10|             76|
|           6991|             10|             78|
|           6992|             10|             78|
|           6993|             10|             75|
|           6994|             10|             78|
|           6995|             10|             76|
|           6996|             10|             76|
|           6997|             10|             75|
|           6998|             10|             76|
|           6999|             10|             75|
|           7000|             10|             77|
|           7001|             10|             78|
|           7002|             10|             74|
|           7003|             10|             76|
|           7004|             10|             75|
|           7005|              9|             77|
|           7006|             10|             78|
|           7007|              9|             76|
|           7008|             10|             76|
|           7009|             10|             75|
|           7010|             10|             77|
|           7011|             10|             77|
|           7012|             10|             77|
|           7013|             10|             78|
|           7014|              9|             77|
|           7015|             10|             76|
|           7016|             10|             75|
|           7017|             10|             75|
|           7018|             10|             76|
|           7019|             10|             76|
|           7020|             10|             75|
|           7021|             11|             75|
|           7022|             10|             75|
|           7023|             10|             76|
|           7024|             10|             77|
|           7025|             10|             76|
|           7026|             10|             74|
|           7027|             10|             78|
|           7028|             11|             76|
|           7029|             10|             76|
|           7030|             10|             75|
|           7031|             10|             78|
|           7032|             10|             77|
|           7033|             10|             77|
|           7034|             10|             77|
|           7035|             10|             76|
|           7036|             10|             80|
|           7037|             10|             79|
|           7038|             11|             76|
|           7039|             10|             77|
|           7040|             10|             76|
|           7041|             10|             76|
|           7042|             10|             80|
|           7043|             11|             79|
|           7044|             10|             76|
|           7045|             10|             78|
|           7046|             10|             78|
|           7047|             10|             75|
|           7048|             10|             79|
|           7049|             10|             78|
|           7050|             10|             75|
|           7051|             10|             76|
|           7052|             10|             78|
|           7053|             10|             78|
|           7054|             10|             78|
|           7055|             10|             78|
|           7056|             10|             76|
|           7057|             10|             76|
|           7058|             10|             79|
|           7059|             10|             76|
|           7060|             10|             77|
|           7061|             10|             77|
|           7062|             10|             75|
|           7063|             10|             79|
|           7064|             10|             79|
|           7065|             10|             76|
|           7066|             10|             77|
|           7067|             10|             79|
|           7068|             11|             77|
|           7069|             10|             76|
|           7070|             11|             77|
|           7071|             10|             76|
|           7072|             11|             77|
|           7073|             10|             80|
|           7074|             10|             78|
|           7075|             10|             78|
|           7076|             10|             78|
|           7077|             11|             76|
|           7078|             10|             78|
|           7079|             10|             78|
|           7080|             10|             78|
|           7081|             10|             78|
|           7082|             10|             79|
|           7083|             10|             78|
|           7084|             10|             79|
|           7085|             10|             80|
|           7086|             10|             78|
|           7087|             10|             76|
|           7088|             10|             78|
|           7089|             10|             79|
|           7090|             11|             78|
|           7091|             10|             79|
|           7092|             10|             79|
|           7093|             10|             77|
|           7094|             10|             80|
|           7095|             10|             77|
|           7096|             10|             77|
|           7097|             10|             80|
|           7098|             10|             77|
|           7099|             10|             76|
|           7100|             10|             78|
|           7101|             11|             78|
|           7102|             10|             79|
|           7103|             10|             81|
|           7104|             10|             80|
|           7105|             10|             79|
|           7106|             10|             79|
|           7107|             11|             78|
|           7108|             11|             79|
|           7109|             11|             80|
|           7110|             11|             76|
|           7111|             10|             76|
|           7112|             10|             80|
|           7113|             11|             79|
|           7114|             10|             79|
|           7115|             10|             81|
|           7116|             10|             78|
|           7117|             11|             78|
|           7118|             10|             79|
|           7119|             10|             79|
|           7120|             11|             79|
|           7121|             11|             77|
|           7122|             10|             79|
|           7123|             10|             79|
|           7124|             10|             80|
|           7125|             11|             78|
|           7126|             11|             79|
|           7127|             10|             80|
|           7128|             10|             79|
|           7129|             10|             79|
|           7130|             10|             79|
|           7131|             10|             79|
|           7132|             10|             81|
|           7133|             10|             80|
|           7134|             10|             79|
|           7135|             10|             81|
|           7136|             11|             79|
|           7137|             11|             78|
|           7138|             10|             79|
|           7139|             10|             81|
|           7140|             10|             78|
|           7141|             11|             81|
|           7142|             10|             79|
|           7143|             11|             81|
|           7144|             11|             80|
|           7145|             10|             82|
|           7146|             11|             78|
|           7147|             10|             81|
|           7148|             10|             81|
|           7149|             10|             80|
|           7150|             10|             81|
|           7151|             10|             81|
|           7152|             10|             79|
|           7153|             10|             79|
|           7154|             11|             80|
|           7155|             11|             78|
|           7156|             10|             80|
|           7157|             10|             81|
|           7158|             11|             82|
|           7159|             11|             79|
|           7160|             10|             80|
|           7161|             10|             81|
|           7162|             10|             79|
|           7163|             10|             81|
|           7164|             10|             80|
|           7165|             11|             80|
|           7166|             11|             79|
|           7167|             10|             78|
|           7168|             11|             81|
|           7169|             11|             79|
|           7170|             10|             80|
|           7171|             10|             82|
|           7172|             11|             80|
|           7173|             10|             81|
|           7174|             11|             80|
|           7175|             11|             80|
|           7176|             10|             79|
|           7177|             11|             81|
|           7178|             11|             81|
|           7179|             10|             80|
|           7180|             10|             81|
|           7181|             10|             84|
|           7182|             10|             81|
|           7183|             11|             82|
|           7184|             11|             82|
|           7185|             11|             79|
|           7186|             10|             81|
|           7187|             10|             82|
|           7188|             10|             81|
|           7189|             10|             80|
|           7190|             11|             79|
|           7191|             11|             79|
|           7192|             10|             82|
|           7193|             11|             82|
|           7194|             11|             80|
|           7195|             10|             81|
|           7196|             11|             80|
|           7197|             10|             80|
|           7198|             11|             80|
|           7199|             11|             81|
|           7200|             10|             79|
|           7201|             10|             81|
|           7202|             10|             80|
|           7203|             10|             82|
|           7204|             10|             81|
|           7205|             11|             81|
|           7206|             10|             80|
|           7207|             11|             82|
|           7208|             11|             83|
|           7209|             10|             81|
|           7210|             11|             81|
|           7211|             11|             80|
|           7212|             11|             81|
|           7213|             10|             81|
|           7214|             11|             81|
|           7215|             10|             82|
|           7216|             10|             82|
|           7217|             11|             80|
|           7218|             10|             80|
|           7219|             11|             82|
|           7220|             10|             82|
|           7221|             11|             81|
|           7222|             11|             81|
|           7223|             11|             82|
|           7224|             10|             82|
|           7225|             11|             81|
|           7226|             11|             81|
|           7227|             11|             81|
|           7228|             11|             81|
|           7229|             11|             82|
|           7230|             11|             81|
|           7231|             11|             81|
|           7232|             11|             80|
|           7233|             11|             83|
|           7234|             10|             81|
|           7235|             10|             82|
|           7236|             11|             82|
|           7237|             11|             81|
|           7238|             10|             82|
|           7239|             10|             83|
|           7240|             10|             81|
|           7241|             11|             83|
|           7242|             11|             80|
|           7243|             11|             82|
|           7244|             11|             81|
|           7245|             10|             81|
|           7246|             11|             82|
|           7247|             11|             82|
|           7248|             11|             82|
|           7249|             11|             80|
|           7250|             11|             82|
|           7251|             11|             82|
|           7252|             11|             83|
|           7253|             11|             84|
|           7254|             10|             82|
|           7255|             10|             83|
|           7256|             10|             83|
|           7257|             11|             82|
|           7258|             11|             82|
|           7259|             11|             83|
|           7260|             10|             82|
|           7261|             11|             83|
|           7262|             10|             81|
|           7263|             11|             83|
|           7264|             10|             85|
|           7265|             11|             82|
|           7266|             11|             83|
|           7267|             11|             82|
|           7268|             11|             83|
|           7269|             11|             82|
|           7270|             11|             82|
|           7271|             11|             81|
|           7272|             10|             82|
|           7273|             11|             83|
|           7274|             10|             83|
|           7275|             11|             83|
|           7276|             11|             84|
|           7277|             11|             84|
|           7278|             10|             84|
|           7279|             11|             85|
|           7280|             11|             83|
|           7281|             11|             82|
|           7282|             10|             84|
|           7283|             11|             84|
|           7284|             11|             84|
|           7285|             10|             84|
|           7286|             11|             82|
|           7287|             11|             84|
|           7288|             10|             81|
|           7289|             10|             84|
|           7290|             11|             81|
|           7291|             10|             84|
|           7292|             11|             84|
|           7293|             11|             82|
|           7294|             10|             83|
|           7295|             10|             86|
|           7296|             10|             83|
|           7297|             11|             83|
|           7298|             10|             85|
|           7299|             11|             83|
|           7300|             10|             83|
|           7301|             11|             85|
|           7302|             11|             81|
|           7303|             11|             83|
|           7304|             11|             83|
|           7305|             10|             84|
|           7306|             11|             84|
|           7307|             11|             84|
|           7308|             11|             83|
|           7309|             11|             85|
|           7310|             11|             83|
|           7311|             11|             82|
|           7312|             10|             83|
|           7313|             11|             85|
|           7314|             11|             82|
|           7315|             11|             84|
|           7316|             11|             86|
|           7317|             11|             83|
|           7318|             11|             87|
|           7319|             10|             84|
|           7320|             10|             82|
|           7321|             10|             83|
|           7322|             11|             85|
|           7323|             10|             84|
|           7324|             11|             84|
|           7325|             11|             85|
|           7326|             10|             83|
|           7327|             11|             85|
|           7328|             11|             84|
|           7329|             11|             83|
|           7330|             11|             85|
|           7331|             11|             84|
|           7332|             11|             84|
|           7333|             11|             85|
|           7334|             11|             83|
|           7335|             11|             82|
|           7336|             11|             86|
|           7337|             11|             85|
|           7338|             11|             84|
|           7339|             11|             83|
|           7340|             11|             86|
|           7341|             11|             84|
|           7342|             11|             85|
|           7343|             11|             87|
|           7344|             11|             84|
|           7345|             11|             88|
|           7346|             11|             85|
|           7347|             11|             84|
|           7348|             11|             85|
|           7349|             11|             85|
|           7350|             10|             85|
|           7351|             11|             84|
|           7352|             11|             85|
|           7353|             11|             85|
|           7354|             11|             86|
|           7355|             11|             86|
|           7356|             11|             84|
|           7357|             11|             85|
|           7358|             11|             86|
|           7359|             11|             85|
|           7360|             11|             85|
|           7361|             11|             85|
|           7362|             11|             82|
|           7363|             11|             83|
|           7364|             11|             85|
|           7365|             11|             85|
|           7366|             11|             89|
|           7367|             11|             89|
|           7368|             11|             85|
|           7369|             11|             85|
|           7370|             11|             86|
|           7371|             11|             85|
|           7372|             11|             84|
|           7373|             11|             89|
|           7374|             11|             85|
|           7375|             11|             85|
|           7376|             10|             86|
|           7377|             11|             84|
|           7378|             11|             85|
|           7379|             11|             88|
|           7380|             11|             86|
|           7381|             11|             88|
|           7382|             11|             87|
|           7383|             11|             84|
|           7384|             11|             88|
|           7385|             11|             87|
|           7386|             11|             85|
|           7387|             12|             86|
|           7388|             12|             85|
|           7389|             11|             84|
|           7390|             11|             86|
|           7391|             12|             85|
|           7392|             11|             86|
|           7393|             11|             85|
|           7394|             11|             86|
|           7395|             11|             87|
|           7396|             11|             84|
|           7397|             12|             88|
|           7398|             11|             85|
|           7399|             11|             89|
|           7400|             11|             87|
|           7401|             11|             85|
|           7402|             11|             86|
|           7403|             11|             87|
|           7404|             11|             87|
|           7405|             11|             87|
|           7406|             12|             87|
|           7407|             11|             85|
|           7408|             12|             86|
|           7409|             11|             87|
|           7410|             11|             85|
|           7411|             11|             87|
|           7412|             11|             85|
|           7413|             11|             88|
|           7414|             11|             87|
|           7415|             11|             87|
|           7416|             11|             88|
|           7417|             11|             87|
|           7418|             11|             87|
|           7419|             11|             85|
|           7420|             11|             87|
|           7421|             11|             87|
|           7422|             11|             85|
|           7423|             11|             89|
|           7424|             11|             85|
|           7425|             11|             86|
|           7426|             11|             88|
|           7427|             11|             89|
|           7428|             11|             86|
|           7429|             11|             87|
|           7430|             11|             87|
|           7431|             11|             87|
|           7432|             11|             87|
|           7433|             12|             87|
|           7434|             11|             86|
|           7435|             11|             89|
|           7436|             11|             89|
|           7437|             11|             86|
|           7438|             11|             87|
|           7439|             11|             88|
|           7440|             12|             88|
|           7441|             11|             87|
|           7442|             11|             86|
|           7443|             11|             88|
|           7444|             11|             88|
|           7445|             12|             87|
|           7446|             11|             86|
|           7447|             11|             89|
|           7448|             11|             87|
|           7449|             11|             88|
|           7450|             11|             87|
|           7451|             12|             88|
|           7452|             11|             88|
|           7453|             11|             89|
|           7454|             11|             92|
|           7455|             12|             85|
|           7456|             12|             87|
|           7457|             12|             87|
|           7458|             11|             87|
|           7459|             11|             89|
|           7460|             11|             88|
|           7461|             11|             89|
|           7462|             11|             87|
|           7463|             12|             86|
|           7464|             11|             89|
|           7465|             11|             86|
|           7466|             11|             89|
|           7467|             11|             88|
|           7468|             11|             90|
|           7469|             11|             89|
|           7470|             12|             87|
|           7471|             12|             86|
|           7472|             11|             89|
|           7473|             11|             88|
|           7474|             12|             89|
|           7475|             11|             86|
|           7476|             11|             89|
|           7477|             11|             89|
|           7478|             12|             88|
|           7479|             12|             87|
|           7480|             11|             86|
|           7481|             11|             92|
|           7482|             11|             89|
|           7483|             11|             91|
|           7484|             12|             87|
|           7485|             12|             86|
|           7486|             11|             90|
